some_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,dist
6359,0,0,0,2,2,2,1,1,0,2,3,4,2,5,4,5,7,3,7,14,5,8,6,8,13,8,8,12,9,16,13,19,12,23,21,14,17,20,6,17,14,20,22,21,27,19,31,19,26,25,23,30,24,35,23,19,36,28,34,35,39,33,40,35,32,38,41,50,34,46,36,49,54,44,45,49,40,66,54,44,59,53,57,62,44,48,56,62,66,76,68,69,59,60,65,60,71,75,83,72,36,1
6360,6,21,24,12,25,20,24,28,29,31,34,28,20,30,20,31,24,23,24,29,29,33,27,23,26,25,17,38,30,31,37,24,29,30,32,27,27,33,31,24,24,41,40,31,26,27,34,30,34,26,33,28,24,38,33,29,37,32,36,34,28,24,35,37,25,25,29,28,33,34,25,22,35,34,34,35,32,32,34,25,29,43,41,37,37,27,47,32,31,32,35,29,39,31,36,29,39,31,34,30,12,1
6361,0,1,0,0,1,0,1,1,3,1,8,3,3,1,5,7,3,10,4,11,5,5,7,13,6,7,11,14,11,11,22,9,15,23,13,8,18,18,24,14,15,19,18,29,26,22,26,30,17,26,28,29,28,24,26,28,32,20,16,43,35,35,47,35,40,41,34,43,40,56,41,45,44,38,46,51,44,47,62,56,50,50,47,52,47,66,45,70,68,68,49,63,72,76,75,68,60,80,94,62,39,1
6362,0,2,1,1,5,0,2,2,3,9,3,2,5,4,8,5,6,7,8,9,11,15,14,10,9,19,15,16,22,18,18,14,18,17,19,21,17,26,24,32,35,27,16,32,34,24,35,41,25,28,45,46,25,34,31,38,35,26,45,40,46,34,38,54,40,38,35,37,55,40,55,40,35,60,53,37,43,33,42,46,54,49,45,42,44,36,44,51,61,54,40,52,56,60,63,51,54,53,57,46,28,0
6363,1,1,4,1,3,5,4,5,3,8,5,6,10,6,14,13,7,12,15,16,16,18,11,19,11,19,20,17,19,20,22,18,25,20,20,16,18,17,20,19,29,25,29,36,33,34,25,31,28,31,36,27,38,24,36,41,40,27,22,33,25,38,34,31,38,41,32,41,31,41,45,50,47,35,44,50,51,35,53,57,48,46,56,45,47,62,50,48,54,52,51,47,39,49,51,58,50,51,55,63,30,1
6364,0,0,0,0,0,3,1,2,0,2,3,4,5,4,2,3,3,3,8,9,3,8,9,10,17,13,9,14,14,14,14,14,13,17,24,18,15,21,26,26,33,29,24,24,23,19,31,35,26,25,32,39,33,28,38,37,36,43,34,36,47,36,39,50,42,43,44,38,42,57,48,40,42,43,54,56,51,47,41,53,49,46,58,63,47,57,46,45,58,57,56,67,51,56,48,54,65,53,41,60,34,0
6365,9,29,24,16,19,28,23,25,31,27,23,25,33,26,19,29,30,17,20,25,31,26,24,21,22,25,28,22,21,35,23,26,26,18,35,28,28,29,31,33,34,42,25,34,20,28,33,29,41,26,20,27,27,34,17,23,38,23,34,25,41,26,32,31,41,41,34,26,36,35,17,30,37,40,45,25,30,34,36,23,38,36,39,35,25,29,29,47,40,34,47,30,30,37,41,37,44,37,32,46,17,0
6366,3,7,8,6,9,9,9,11,8,16,13,20,11,13,22,11,15,17,18,13,16,19,24,17,19,20,28,21,27,24,20,23,22,39,40,27,27,25,32,30,24,34,16,36,38,32,31,29,42,30,45,39,37,41,38,28,37,40,46,42,37,35,31,41,34,32,41,34,34,33,35,46,49,41,39,40,42,39,42,42,34,29,45,37,34,42,31,33,37,36,46,35,39,38,47,42,51,46,34,36,17,0
6367,0,0,1,0,0,1,3,1,2,4,2,1,6,3,3,7,3,3,4,11,3,5,7,8,11,9,17,10,12,12,11,14,12,25,20,15,22,16,16,19,21,24,18,21,27,22,25,13,19,20,36,31,31,31,24,44,34,32,27,27,32,27,28,38,35,37,49,47,65,40,45,48,36,28,46,46,46,51,49,41,50,58,61,54,68,54,64,64,53,71,54,60,68,76,55,64,68,77,87,71,43,1
6368,1,12,10,8,9,4,10,9,9,10,6,7,4,14,14,10,11,12,12,14,13,12,17,16,15,12,10,11,13,21,11,15,17,13,12,21,15,9,23,14,16,31,19,17,16,14,22,15,21,15,27,32,25,26,28,26,31,43,29,40,38,34,32,41,36,36,38,44,25,33,45,38,38,47,40,41,40,47,46,62,51,55,52,56,48,48,59,60,51,57,56,69,68,59,60,80,62,63,71,66,39,0
6369,8,20,4,15,17,19,15,20,9,11,22,22,22,18,13,12,23,18,23,23,14,16,24,28,19,27,27,29,27,31,30,20,15,28,19,20,27,27,25,18,29,28,13,20,35,21,22,32,25,22,30,25,27,35,33,29,40,38,23,33,26,26,41,34,37,35,34,41,34,36,52,25,44,33,40,47,31,42,34,38,52,36,45,50,42,37,51,40,45,31,44,43,36,46,61,42,55,48,40,39,22,0
6370,3,3,3,3,7,3,14,4,6,6,10,10,7,9,12,14,18,15,16,12,21,16,14,21,21,24,28,21,21,23,20,19,21,28,26,36,37,27,19,25,33,31,33,28,22,36,34,37,33,40,31,25,33,27,43,44,29,27,29,54,42,47,39,33,39,45,41,34,45,47,29,38,39,40,34,48,53,42,48,42,40,39,43,43,42,52,50,31,47,41,45,43,30,49,41,40,40,43,46,41,17,0
6371,7,11,13,25,23,17,25,32,18,19,20,20,22,27,22,31,16,21,23,19,39,35,29,34,27,34,27,28,27,30,28,25,29,23,25,18,38,26,33,44,36,39,32,38,23,41,43,24,26,37,39,28,27,35,27,34,26,24,26,24,36,28,35,34,37,28,28,29,37,35,29,45,21,33,40,36,30,48,30,27,36,31,32,31,38,37,23,29,43,34,34,38,35,28,35,28,31,39,40,39,14,1
6372,0,0,1,1,1,1,3,3,3,5,4,3,7,5,6,9,9,7,13,15,9,10,11,12,10,10,14,13,14,15,13,15,14,18,21,18,32,6,29,15,20,32,18,22,20,26,26,36,29,30,28,35,28,34,30,29,29,34,35,31,38,36,39,40,41,34,47,40,46,50,48,41,37,57,44,35,36,66,56,45,55,48,37,56,48,53,52,49,50,73,65,44,56,67,66,65,59,65,62,65,22,1
6373,0,1,0,3,3,5,1,5,3,5,7,5,6,12,7,9,15,11,7,6,15,12,18,11,15,14,19,20,17,26,26,21,23,23,19,24,19,35,19,26,27,27,38,36,37,34,34,36,18,26,27,35,38,31,26,33,51,42,45,34,44,44,43,40,41,32,40,40,34,36,36,55,40,52,49,49,37,43,51,38,43,59,43,44,41,49,41,55,38,48,59,43,56,48,46,55,41,45,50,38,26,0
6374,4,8,7,5,10,14,18,13,12,14,12,12,12,25,13,12,21,21,16,20,16,17,22,20,15,22,20,16,25,20,14,23,14,17,28,18,35,22,25,21,23,30,24,21,27,19,41,26,31,34,31,28,31,36,33,34,34,46,32,35,35,34,28,38,37,42,37,37,38,37,40,47,50,32,52,42,40,32,34,45,41,39,39,44,43,38,37,52,47,34,46,48,55,57,45,47,51,43,53,49,20,0
6375,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,3,1,4,2,3,2,5,7,5,10,13,8,5,12,10,6,9,4,17,18,17,18,19,27,15,21,23,19,21,26,26,31,35,35,43,45,25,28,28,39,40,37,49,52,45,35,41,34,46,47,48,52,52,48,55,50,51,62,44,52,63,64,72,56,69,65,62,72,68,62,62,61,63,67,78,63,72,78,58,84,30,0
6376,6,3,4,8,4,11,10,10,14,16,9,10,10,8,13,14,9,9,10,9,12,13,7,18,16,15,13,14,19,19,24,14,17,15,10,16,14,19,13,26,22,17,25,22,25,27,29,28,28,24,25,26,14,27,20,37,24,37,30,31,28,38,37,31,37,31,36,32,56,48,43,54,45,34,35,43,51,39,50,57,47,43,49,46,64,47,60,56,51,59,52,53,58,57,65,53,56,64,71,63,42,0
6377,1,8,4,4,6,7,4,11,7,10,6,15,11,11,15,20,13,12,21,15,15,13,17,21,26,18,29,20,23,25,30,30,32,31,25,25,28,22,36,28,16,38,38,35,34,34,33,29,36,36,37,34,36,35,33,33,40,38,36,36,34,31,32,35,49,40,42,56,39,37,49,39,43,48,37,36,33,29,40,47,38,36,39,44,47,28,38,41,46,47,44,35,45,37,37,42,37,45,33,50,13,0
6378,5,11,6,8,6,4,11,7,13,11,6,9,8,8,11,8,17,11,13,15,14,14,14,19,19,15,24,15,20,15,21,18,16,13,27,24,19,24,19,25,23,28,23,29,23,31,25,35,23,29,34,20,33,34,28,28,32,34,38,23,36,35,26,36,39,36,34,43,40,34,42,44,59,43,42,34,49,47,41,38,44,50,51,45,37,45,66,56,44,37,49,74,57,48,49,53,61,58,50,60,32,0
6379,0,5,5,7,7,9,8,6,10,6,3,9,9,11,10,13,6,8,12,13,5,14,11,12,14,12,21,8,7,11,8,18,11,22,13,16,18,20,14,16,13,25,17,19,30,21,19,30,28,18,20,29,26,32,28,33,27,26,27,35,37,45,27,23,48,44,41,39,37,33,38,39,44,58,44,53,52,47,52,53,48,66,39,50,52,66,55,52,59,53,59,72,70,46,60,58,60,74,70,63,43,0
6380,1,11,8,7,10,12,5,8,8,6,6,11,11,12,13,7,14,9,14,8,11,11,12,13,11,10,14,17,16,15,20,24,19,18,19,19,28,19,19,28,18,27,34,18,35,25,28,38,24,16,30,23,34,33,25,28,28,40,33,44,38,30,37,30,37,39,35,45,27,37,37,33,48,40,46,46,53,49,35,54,54,51,71,40,50,51,45,51,51,50,51,37,52,57,65,63,63,53,54,56,34,0
6381,0,5,1,5,3,3,0,3,2,0,4,3,5,5,2,2,6,5,0,2,3,5,5,8,6,11,4,6,5,12,11,8,2,7,10,10,9,6,9,18,15,14,17,8,15,22,16,21,24,21,20,17,19,24,16,25,29,23,25,29,28,28,28,35,33,33,49,35,41,42,40,41,49,51,45,52,49,56,51,48,62,52,50,72,63,68,53,68,75,80,79,83,85,91,83,92,96,82,90,82,49,0
6382,0,3,6,8,5,7,10,14,15,20,16,12,18,16,21,16,21,14,23,20,20,17,15,23,17,24,20,12,16,29,26,24,19,28,27,18,29,26,20,30,25,25,25,28,23,36,33,26,25,33,37,29,34,36,38,36,42,42,33,43,36,35,26,56,29,51,38,31,37,41,33,40,39,43,41,54,42,48,42,39,44,32,39,42,38,47,36,40,33,44,36,37,41,48,62,31,53,45,40,37,20,1
6383,6,6,7,6,9,14,10,3,11,6,11,12,16,7,10,16,11,3,8,12,15,16,11,15,12,9,19,9,10,13,18,14,14,18,25,17,13,14,15,27,18,22,17,18,18,18,25,29,18,22,27,23,33,26,33,30,25,30,36,34,32,27,41,35,27,35,42,38,39,37,34,36,39,37,40,44,49,45,38,42,41,50,43,66,65,58,68,63,65,62,51,63,64,77,63,63,59,82,52,69,29,0
6384,3,8,5,5,7,6,3,3,5,8,4,9,8,6,7,6,12,7,7,14,15,8,14,17,9,10,10,17,14,13,11,14,13,13,18,17,13,16,20,23,24,30,24,21,23,20,26,29,17,22,29,21,35,29,25,32,29,35,33,27,33,40,41,38,44,37,33,40,40,33,57,43,33,44,37,48,42,43,51,37,51,49,42,56,53,52,58,57,57,60,61,65,61,56,68,64,75,67,57,83,45,0
6385,0,5,7,18,13,12,12,18,29,16,22,17,23,22,22,20,18,28,18,17,22,14,24,20,27,21,25,23,23,17,20,23,35,30,34,28,35,27,27,31,33,33,32,38,30,31,33,37,38,31,32,37,32,44,38,32,20,47,35,32,48,32,37,28,26,29,33,39,39,20,23,46,29,30,37,38,43,37,44,37,35,36,34,39,38,31,34,37,44,29,44,37,37,37,44,33,41,42,38,45,22,1
6386,0,0,2,1,2,0,1,1,0,1,0,0,6,3,7,5,7,3,12,9,8,9,10,10,9,14,12,10,16,17,18,15,21,14,17,17,23,34,21,26,18,36,20,31,29,34,23,33,23,32,31,35,29,28,40,33,44,35,36,31,52,35,30,38,58,37,33,40,48,32,58,40,45,66,39,36,56,43,64,56,48,64,41,50,44,55,52,61,53,41,50,43,38,51,56,54,66,66,57,72,30,0
6387,0,1,0,2,3,0,3,1,2,2,3,6,7,3,4,4,5,10,8,7,5,5,12,15,6,12,14,15,14,16,20,14,20,15,13,22,12,21,16,23,11,17,27,22,23,25,34,28,22,18,32,33,38,35,43,35,32,30,32,43,44,28,43,29,36,48,61,42,37,56,45,55,40,49,55,64,59,53,45,46,63,58,52,50,51,63,47,53,42,50,42,44,65,53,67,52,61,79,64,44,24,0
6388,0,8,6,6,7,6,5,5,4,5,6,4,6,5,4,13,9,5,14,13,15,7,5,8,13,16,12,21,10,15,19,20,20,11,17,17,20,17,23,17,22,27,17,22,32,30,22,32,22,21,25,23,35,25,24,33,35,31,33,36,36,26,42,28,35,42,39,40,44,36,49,37,47,52,49,51,63,57,50,35,48,43,42,45,57,44,49,64,53,59,60,65,66,60,59,59,54,58,65,88,23,0
6389,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1,1,0,3,3,4,3,6,2,5,8,4,8,10,4,4,11,12,11,11,12,14,14,18,16,16,21,14,22,15,24,23,22,24,20,33,30,33,31,24,30,34,37,40,41,51,40,33,40,37,30,46,47,49,39,54,43,46,43,53,58,56,55,47,58,57,55,56,58,54,58,66,60,78,55,55,64,69,58,73,69,70,56,81,50,76,33,0
6390,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,1,6,3,5,4,1,4,6,7,7,7,9,9,9,5,8,10,14,17,18,13,21,13,16,17,20,18,33,23,30,20,32,30,40,31,38,22,41,26,41,38,43,37,44,35,49,50,66,49,55,40,59,47,49,52,49,56,58,59,53,63,60,58,48,61,53,68,60,82,83,74,61,87,75,77,65,65,67,84,40,0
6391,9,20,16,27,21,20,16,25,28,24,29,26,12,23,23,26,27,24,23,25,23,32,33,28,27,21,23,29,20,26,25,26,29,33,26,21,28,19,36,32,36,27,29,22,31,29,31,31,27,19,30,33,21,25,32,43,24,33,27,39,35,29,27,24,31,29,28,27,39,29,25,41,31,29,31,47,28,43,40,33,32,39,40,27,38,43,47,33,34,38,31,34,45,42,37,28,47,48,34,48,19,0
6392,6,19,11,14,20,17,16,8,19,12,14,26,12,11,20,16,23,14,10,17,21,24,13,16,15,23,23,21,23,19,21,23,14,34,25,19,35,29,27,23,23,20,30,32,29,29,31,28,25,34,35,29,33,30,34,36,28,34,32,32,30,23,34,40,35,33,24,50,32,39,38,37,52,42,41,46,51,38,45,38,40,29,36,41,55,37,38,46,50,38,38,39,50,46,47,59,31,51,48,24,32,0
6393,2,9,4,6,5,5,3,7,3,6,7,10,13,9,10,11,3,10,7,13,15,9,16,15,12,8,10,19,20,17,16,12,7,17,18,15,12,15,14,17,29,17,20,20,24,20,22,23,21,32,23,24,27,31,33,30,24,32,39,33,32,25,25,45,38,37,34,44,47,49,46,36,58,52,55,49,42,50,51,41,49,46,47,50,75,45,64,56,55,57,70,60,44,51,53,63,60,73,73,67,35,0
6394,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,2,0,1,2,2,4,4,1,5,10,11,5,10,8,10,4,8,16,20,16,9,12,7,16,14,19,15,19,25,17,24,31,37,31,40,35,37,32,40,30,36,41,39,43,34,41,38,40,51,55,46,50,56,51,56,48,54,52,48,61,42,53,53,45,42,61,60,83,58,63,56,58,76,64,61,76,58,69,75,78,81,74,40,0
6395,16,30,18,15,15,18,18,21,24,23,15,31,16,21,19,30,24,21,22,22,26,21,24,23,14,20,16,22,25,24,22,29,21,19,22,29,30,22,18,20,30,25,25,31,25,33,24,31,21,32,28,33,22,29,28,31,31,25,39,30,39,28,42,37,33,22,39,32,42,31,36,38,31,37,35,35,36,37,37,31,50,36,48,41,33,45,37,47,42,48,44,33,50,39,48,43,30,43,39,44,23,0
6396,0,0,0,0,1,0,2,1,0,2,0,2,2,2,4,1,3,2,2,2,3,2,6,2,5,7,4,2,11,9,10,16,11,11,6,15,23,14,17,14,19,20,20,17,15,20,29,23,28,29,21,32,23,32,27,39,35,31,44,43,39,26,38,46,44,43,47,45,40,50,51,36,43,47,48,54,41,58,66,41,56,64,48,48,67,49,65,61,67,69,63,57,69,86,71,83,60,76,65,74,38,0
6397,0,0,0,1,2,3,1,3,2,1,4,2,5,3,7,12,8,11,12,5,12,10,8,15,15,20,14,20,17,17,27,25,23,25,19,27,29,33,32,33,33,35,27,24,33,29,33,32,24,42,34,30,29,35,42,39,38,32,44,38,29,36,34,46,38,23,48,33,42,48,44,40,47,45,39,52,36,37,40,38,60,53,43,42,51,41,44,52,63,51,61,42,43,47,45,58,51,54,53,46,29,0
6398,2,8,11,10,16,9,12,12,18,15,14,32,14,19,24,15,29,18,16,25,28,27,28,28,20,26,18,32,26,31,26,25,20,36,33,17,18,36,25,23,23,36,31,23,33,27,32,25,34,35,23,30,31,23,35,32,38,32,35,33,32,36,39,41,29,35,31,27,46,32,35,33,38,42,40,33,45,44,51,32,36,40,39,41,30,38,41,46,42,41,41,36,21,37,44,43,43,45,42,39,21,1
6399,0,2,6,8,7,5,6,10,11,17,11,14,14,12,16,11,18,23,8,15,22,18,26,20,20,20,20,18,20,33,19,17,22,21,26,30,28,27,29,28,22,23,37,24,31,40,32,27,30,38,35,37,25,54,21,35,32,46,30,44,44,36,31,36,30,25,35,37,29,39,47,53,47,38,39,46,41,42,42,43,31,54,38,42,43,44,38,44,49,46,41,49,47,40,40,45,39,42,32,48,27,1
6400,11,19,15,19,14,20,19,26,25,22,22,23,27,26,29,31,22,35,25,20,35,17,24,25,23,25,22,21,27,30,36,27,34,28,26,25,21,31,31,22,21,28,28,34,25,31,42,30,34,33,30,33,31,28,41,26,35,32,24,26,28,34,30,32,34,38,39,26,30,43,35,33,38,45,35,36,38,34,24,36,46,23,44,26,22,31,48,35,37,43,32,34,35,36,34,36,38,36,41,29,14,0
6401,2,2,6,4,2,7,4,4,8,4,3,7,3,2,7,4,8,7,5,8,7,9,10,9,5,11,11,11,12,9,11,11,6,7,16,19,21,12,15,18,17,12,25,12,21,26,23,18,20,19,25,20,24,23,20,25,22,34,39,33,29,30,30,46,26,49,48,40,51,37,47,54,34,41,48,53,41,53,48,55,66,54,47,49,57,63,46,64,57,67,69,74,70,72,77,75,78,66,79,89,36,0
6402,0,3,2,4,6,9,11,6,12,8,5,7,15,16,13,12,18,23,16,17,19,17,17,24,24,17,20,27,29,26,23,29,16,32,34,23,18,22,24,24,22,31,37,31,42,35,25,24,31,28,43,29,39,25,38,36,42,30,24,35,44,29,40,39,23,41,39,38,33,42,39,31,41,33,41,36,43,30,43,53,49,45,36,46,34,51,37,39,48,36,53,53,43,48,46,48,37,44,55,50,29,1
6403,2,7,10,16,11,13,15,17,6,12,15,22,24,16,19,12,16,19,24,18,14,17,19,22,19,22,24,21,29,20,16,24,24,30,24,23,34,18,32,28,24,27,26,26,32,20,19,25,44,26,33,23,37,19,32,30,35,27,36,32,41,31,48,48,40,42,26,35,30,30,31,40,41,33,45,39,40,33,43,41,42,40,49,58,40,43,45,42,44,52,59,37,34,43,43,39,40,49,51,48,18,0
6404,0,0,0,3,6,3,2,8,6,8,4,7,9,8,10,12,6,12,12,15,12,16,13,13,17,14,13,19,16,27,24,17,13,17,21,20,19,24,25,21,20,26,29,27,33,34,24,29,28,30,22,28,28,29,31,30,48,40,36,30,32,35,33,34,48,43,38,31,44,47,49,42,40,44,56,55,40,53,48,47,53,49,54,41,46,39,47,53,42,53,43,58,53,54,64,52,55,59,51,54,27,1
6405,6,20,15,25,19,11,17,22,14,15,12,24,16,14,30,22,20,15,16,20,24,20,16,13,25,20,19,26,20,26,26,18,25,21,20,23,35,17,22,20,24,26,22,33,28,31,27,28,31,26,26,30,34,24,32,25,39,21,38,39,22,28,30,33,39,34,34,30,29,34,29,39,44,36,32,29,40,37,43,42,37,38,50,54,31,52,25,60,48,49,46,40,47,56,47,35,55,45,44,64,20,0
6406,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,3,3,0,3,6,3,6,5,5,2,11,6,8,10,11,14,13,15,12,16,18,22,26,24,13,26,24,30,26,19,27,20,36,23,29,22,29,30,30,33,40,32,39,41,40,42,43,49,42,43,43,52,48,55,45,49,62,55,59,47,53,58,46,52,60,53,58,61,75,64,59,60,45,62,56,56,71,67,61,67,60,74,63,29,0
6407,12,26,25,19,22,22,35,22,27,23,21,20,16,33,25,18,25,21,23,20,24,22,19,28,22,21,25,22,24,22,16,23,27,20,12,24,33,28,24,21,32,29,22,36,31,34,24,23,26,40,32,31,25,23,47,22,30,29,31,30,37,33,39,34,30,36,27,29,39,32,34,35,48,33,35,36,33,45,33,33,26,41,36,34,50,42,39,34,42,36,42,34,31,38,55,38,38,28,39,43,24,0
6408,2,3,3,4,8,3,4,7,15,9,8,15,9,7,18,13,12,10,21,21,9,25,25,15,19,6,27,24,24,17,21,26,31,28,26,30,40,26,22,31,32,36,36,31,33,26,24,32,20,36,36,35,34,36,38,28,39,48,40,40,34,31,32,30,39,40,38,45,45,42,48,39,38,47,40,47,32,38,39,46,44,43,36,45,48,45,44,41,42,44,40,43,42,50,41,44,31,45,41,40,17,0
6409,3,1,1,5,3,4,7,3,5,7,5,9,7,8,14,11,9,18,6,9,14,15,14,15,22,20,16,22,24,27,17,23,18,27,27,26,27,23,29,21,28,30,22,25,31,37,34,26,36,32,36,33,42,43,25,46,37,38,45,34,35,36,40,34,37,56,34,39,43,37,39,32,38,43,42,38,28,42,46,45,39,43,51,42,50,49,52,47,50,45,42,45,49,40,46,52,52,59,50,46,25,0
6410,2,4,5,6,5,5,7,5,5,9,7,7,11,2,13,8,16,9,10,7,12,18,15,16,15,13,11,10,8,16,19,17,10,21,15,18,19,16,16,25,31,28,23,19,25,23,28,17,19,29,37,29,34,22,24,31,33,33,29,37,35,35,40,32,42,46,32,44,36,42,38,48,47,41,51,51,47,51,51,51,52,44,58,40,46,60,52,45,60,42,65,61,64,49,72,48,54,60,71,63,30,0
6411,9,19,20,27,24,18,17,19,16,20,20,22,18,17,25,30,14,19,24,24,17,25,17,23,18,25,25,20,24,27,27,21,28,24,23,33,23,27,25,33,27,38,31,22,29,24,43,29,19,17,38,24,29,27,33,33,36,36,28,18,33,41,36,26,44,37,35,36,36,21,22,46,42,40,16,41,30,53,32,39,34,45,32,39,33,33,43,36,42,37,50,48,52,46,32,40,37,45,36,33,33,0
6412,0,1,0,0,4,1,4,5,3,2,4,6,5,8,4,7,9,11,9,7,11,8,16,10,16,22,14,15,22,19,32,21,27,21,21,20,28,23,32,30,27,24,40,34,32,33,27,44,36,28,28,38,33,29,32,38,27,47,34,37,30,35,32,34,34,44,45,44,48,50,37,35,35,50,43,40,51,42,32,42,44,47,63,38,49,39,58,51,33,55,59,54,73,44,50,47,51,42,55,56,23,0
6413,0,0,2,1,2,4,3,5,4,12,3,9,6,11,10,7,13,14,11,13,10,21,13,23,18,17,16,17,21,15,11,15,22,22,23,17,28,18,22,25,28,18,20,32,40,34,31,33,27,37,28,30,29,31,36,32,36,32,37,40,33,34,32,30,27,36,40,40,42,51,28,39,40,44,45,47,47,46,56,48,47,33,47,31,36,55,55,47,67,59,51,54,62,47,60,45,56,53,71,52,32,1
6414,0,0,0,0,0,0,0,1,0,1,2,2,1,3,1,3,1,4,3,5,3,8,4,6,9,9,8,13,5,9,11,10,11,13,13,18,9,23,23,15,16,24,14,33,24,26,27,28,24,19,28,26,39,37,37,37,31,28,38,39,41,51,49,46,51,46,49,38,51,44,36,40,49,43,69,59,53,47,51,52,63,53,70,62,71,48,55,52,48,57,60,52,57,62,62,49,68,68,62,67,27,0
6415,1,4,2,3,2,2,2,5,9,6,12,10,5,12,9,10,13,6,15,8,17,8,17,15,16,20,17,20,19,27,31,19,27,28,24,35,22,34,27,36,34,31,32,27,27,32,28,39,26,33,35,35,37,40,44,44,40,40,30,25,35,40,34,31,30,46,29,51,35,45,38,43,45,31,55,50,50,43,50,53,48,36,32,46,49,46,40,52,53,43,37,47,50,35,46,48,36,43,50,38,17,0
6416,0,0,0,1,1,1,1,2,0,4,6,4,6,6,6,5,7,6,11,8,13,13,14,9,13,20,24,16,21,11,28,25,24,26,17,37,28,25,29,21,30,29,27,29,26,23,43,37,37,22,29,25,29,30,28,50,29,44,27,42,26,43,36,45,36,44,51,35,49,42,53,34,51,47,51,50,36,56,38,43,45,50,53,46,56,61,42,47,48,52,42,42,59,52,44,48,46,46,50,44,36,0
6417,2,5,4,2,8,1,4,2,3,3,1,10,4,11,8,9,11,8,7,7,6,13,7,12,7,7,11,19,15,17,17,14,10,11,15,21,15,21,24,14,18,19,20,17,24,27,23,17,30,23,20,24,29,23,40,36,33,23,31,40,42,36,42,35,42,33,31,47,40,40,32,44,51,52,45,50,48,56,48,65,55,45,46,46,47,50,57,69,58,60,64,60,68,63,64,70,69,64,64,65,34,0
6418,6,6,7,8,8,5,6,7,8,14,9,7,13,9,13,14,17,11,11,9,13,12,12,14,10,16,12,11,15,24,15,18,18,15,26,19,15,19,13,22,21,27,18,25,24,25,29,21,32,32,30,28,27,26,26,29,32,32,38,23,31,39,30,34,29,40,50,44,45,45,43,39,44,33,52,36,44,45,49,45,48,49,51,44,42,41,58,63,57,62,51,62,51,53,59,68,63,54,65,61,29,0
6419,2,4,5,9,7,2,4,6,3,7,6,7,8,9,6,6,9,6,16,12,10,10,10,6,7,9,12,17,12,15,16,21,16,19,17,9,21,15,17,12,14,18,29,18,22,18,12,32,17,25,30,30,29,35,25,28,25,24,39,36,35,33,29,26,40,35,35,33,47,41,36,38,33,52,47,43,45,38,52,45,60,49,70,50,65,53,72,67,59,56,58,65,66,70,75,65,63,58,74,88,23,0
6420,5,2,6,3,5,5,7,5,7,10,8,7,11,11,7,7,7,10,10,11,5,6,11,12,15,9,11,12,12,7,10,14,16,17,16,19,22,18,14,16,15,15,24,21,22,24,24,20,24,21,33,22,25,28,35,27,32,24,32,32,32,38,26,34,31,38,30,34,33,42,49,46,40,60,47,50,44,41,43,51,46,53,59,60,60,52,56,58,47,57,66,75,54,83,72,74,75,66,73,73,26,0
6421,5,9,9,20,21,18,11,17,12,21,16,8,20,12,21,22,18,15,13,21,16,19,19,17,20,16,15,24,29,20,28,14,32,21,29,30,21,25,20,26,26,22,25,31,28,38,39,34,21,30,31,33,33,30,29,36,28,38,34,33,27,31,30,30,35,37,41,36,49,38,35,45,35,38,37,34,33,29,31,51,42,51,47,41,37,43,40,45,48,58,47,48,44,38,40,50,41,43,45,41,20,0
6422,3,2,3,1,2,3,4,0,4,2,1,1,2,2,4,6,5,6,3,5,3,4,3,6,1,9,6,11,7,7,9,9,10,14,4,11,18,12,9,14,13,12,10,15,12,18,16,16,25,19,19,22,22,28,21,24,24,37,26,29,29,30,31,31,28,29,45,38,42,44,29,48,38,38,52,54,45,51,52,67,51,76,64,68,59,60,80,61,65,80,61,86,82,93,82,80,78,70,105,102,42,0
6423,6,15,4,11,13,8,14,12,8,8,11,14,14,18,10,23,9,16,11,12,13,13,20,13,16,23,17,15,25,22,14,27,22,28,25,23,32,20,28,20,25,33,29,21,20,31,28,29,35,36,40,34,16,38,32,36,29,37,47,29,26,38,37,31,33,56,39,42,32,33,33,31,31,38,53,43,43,41,41,47,43,46,51,42,42,39,39,44,50,42,58,36,52,40,51,42,53,55,50,60,19,0
6424,0,0,1,0,5,0,3,4,3,8,3,8,5,8,4,5,5,4,6,8,11,12,13,17,10,10,13,10,14,12,13,14,23,23,21,22,25,27,27,26,17,12,29,30,30,26,29,35,15,23,26,35,31,31,40,30,31,34,33,41,43,41,35,24,42,30,36,39,41,38,27,47,47,39,54,45,40,47,44,48,57,57,65,57,34,59,52,59,48,68,49,49,61,60,62,60,66,68,69,61,31,1
